location,lat,long,sentiment
بزينا,33.6081,35.5378,0.25555555555555554
بزيون,34.0983,35.7547,0.64453125
بسابا,33.8031,35.5425,0.13740079365079366
بستيات,33.2893,35.3582,0.0
بسري,33.5783,35.5403,0.08998015873015873
بسرّين,33.7586,35.6369,0.0
بسوج,33.9125,35.8722,0.25
بسيبس,34.4122,36.4439,0.14583333333333334
بشتين,34.3492,35.8591,0.09375
بشحّارا,34.3583,35.9338,-0.06136363636363636
بشري,34.2508,36.0106,0.10892148081803256
بشعقب,33.7244,35.5225,0.0
بشعلة,34.2031,35.825,-0.4357142857142857
بشللي,34.1022,35.7189,0.8
بشمرا,34.4037,35.8169,-0.033333333333333326
بشوات,34.1503,36.1347,0.25
بصرما,34.3328,35.8386,-0.07840909090909091
بصغي,33.7692,35.6439,0.1125
بطحة,34.2261,35.8672,0.0
بطشاي,33.8261,35.5439,0.0
بطيشية,33.1072,35.2092,0.13523809523809524
بعبدا,33.8339,35.5442,0.05287541722776863
بعبدات,33.8911,35.6725,0.22621527777777778
بعترة,34.1539,35.8625,0.05349999999999999
بعدران,33.6361,35.6206,-0.0625
بعزقون,34.3797,35.9461,-0.1
بعشتا,34.1578,35.6333,0.0
بعقلين,33.6769,35.5594,0.3333333333333333
بعلبك,34.0058,36.2181,0.07877472643097642
بعلشمي,33.8192,35.6453,0.016666666666666673
بقرتا,34.1286,35.7983,0.09211281309385819
بقرزلا,34.5117,36.0556,0.06252319109461965
بقرصونا,34.3786,36.0461,0.125
بقصميا,34.2519,35.765,0.25
بقيفا,33.4936,35.8194,0.008333333333333333
بكفيا,33.9222,35.6831,0.0
بكونا,34.115,35.6725,0.08576914983164982
بكيفا - الشوف,33.5967,35.5036,-0.1555555555555556
بل فو,33.9325,35.6072,0.3
بلحص,34.0939,35.8084,-0.0125
بلدة,34.5667,36.15,0.06460426973819831
بلدية,34.4389,35.8397,0.05122519841269842
بلوزا,34.2614,35.9525,0.11000000000000001
بليبل,33.8089,35.5553,0.41818181818181815
بليدا,33.14,35.5147,0.4684027777777777
بمهري,33.7567,35.7175,0.0
بنشعي,34.332,35.895,0.0
بنواتي,33.6786,35.5231,0.14211309523809526
بهوارة,33.7886,35.6058,0.0
بوار,34.1649,35.6639,-0.05911458333333334
بوة,34.395,36.1925,-0.021296296296296303
بودي,34.0611,36.0611,0.14687500000000003
بوريا,34.135,35.73,0.016060606060606053
بوسيط,34.439,35.9241,0.1244047619047619
بوصليا,33.5011,35.5122,0.175
بيادات,33.1706,35.4036,1.0
بيبلوس,34.1211,35.6481,-0.20833333333333334
بيت الحج حسن,34.4453,36.5094,0.06503391553009805
بيت بكّور,34.3931,35.9608,0.0
بيت رضوان,34.3897,35.9689,0.4
بيت رعد,34.2411,35.9403,0.0
بيت علام,34.3869,36.2417,0.0
بيت قناتي,34.4194,35.941,-0.041276041666666666
بيت ملاط,34.5297,36.1625,0.35
بيراتا,34.2375,35.9003,0.13333333333333336
بيروت,33.8719,35.5097,0.05422453194550185
بيصور,33.5358,35.4483,0.22346320346320345
بيقون,33.6167,35.5825,0.05545075811258845
بيل,34.1494,35.7397,0.11477273854617602
بيلون,33.1667,35.4889,0.1672172619047619
بينيا,33.9022,35.5883,0.15303503787878786
ت,33.9,35.5667,-0.2127272727272728
تبنين,33.1933,35.4106,0.10794101731601731
تحت القلعة,34.1072,35.8936,1.0
تربل,34.4478,35.9436,-0.057337662337662354
ترتج,34.1828,35.8239,0.06668526785714286
ترول,34.1522,35.6314,0.03898674242424242
تشع,34.4981,36.1881,-0.07857142857142858
تعزانية,33.7814,35.6214,0.13636363636363635
تعيد,33.5742,35.5453,0.13429096156368886
تفاحتا,33.4381,35.3711,0.8
تولا,34.1997,35.7253,0.1276190476190476
تويتة,33.8597,35.8522,0.15206119637937818
